;image;category;title;extract;detail_url;date
10;https://profile.es/wp-content/media/Ionic-o-react-native-300x140.png;Desarrollo web;Ionic vs. React Native: ¿qué framework utilizar para apps multiplataforma?;Si somos desarrolladores frontend y queremos hacer una aplicación multiplataforma, y tenemos experiencia con Angular o React, es relativamente sencilla;https://profile.es/blog/ionic-vs-react-native/;2 de noviembre de 2021
11;https://profile.es/wp-content/media/Que-es-TypeScript-300x140.png;Desarrollo web;TypeScript: qué es, diferencias con JavaScript y por qué aprenderlo;Si te dedicas al desarrollo Front-End o al desarrollo de software en general, seguramente hayas oído hablar de TypeScript, o;https://profile.es/blog/que-es-typescript-vs-javascript/;25 de octubre de 2021
12;https://profile.es/wp-content/media/mejores-frameworks-de-java-en-2021-300x140.jpg;Desarrollo web;Los mejores frameworks de Java en 2021 para desarrollo web;En este artículo vamos a diseccionar los mejores frameworks de Java en 2021, aquellos marcos de trabajo imprescindibles para desarrollar;https://profile.es/blog/frameworks-java-desarrollo-web/;18 de octubre de 2021
13;https://profile.es/wp-content/media/que-es-gherkin-300x140.jpg;Desarrollo web;Qué es Gherkin: cómo usarlo y cuáles son sus elementos;En este post explicamos qué es Gherkin, un lenguaje DSL (lenguaje de dominio específico) muy cercano al lenguaje natural. Repasamos;https://profile.es/blog/que-es-gherkin/;13 de octubre de 2021
14;https://profile.es/wp-content/media/apis-para-desarrolladores-front-end-300x140.jpg;Desarrollo web;7 APIs interesantes para desarrolladores Front End;¿Necesitas datos sobre meteorología, finanzas o cócteles para tus proyectos? En este artículo hacemos una recopilación de siete APIs muy;https://profile.es/blog/apis-front-end/;4 de octubre de 2021
15;https://profile.es/wp-content/media/mejores-librerias-de-react-300x140.jpg;Desarrollo web;Las mejores librerías de React en 2021;En este artículo exploraremos las 5 mejores librerías de React en 2021, librerías que si vas a introducirte en el;https://profile.es/blog/librerias-react/;27 de septiembre de 2021
16;https://profile.es/wp-content/media/Post-enigma-min-300x140.png;Desarrollo web;Día del programador: resolviendo el enigma;En este artículo vamos a explicar cómo resolver el reto que nos propuso Profile con motivo del día del programador,;https://profile.es/blog/dia-del-programador/;20 de septiembre de 2021
17;https://profile.es/wp-content/media/Disenador-web-300x167.jpg;diseño web;5 cursos gratuitos de diseño web para convertirte en un diseñador de éxito;¿Te gustaría estudiar diseño web? Si tu vocación es el diseño y quieres formar parte del crecimiento del mundo digital,;https://profile.es/blog/cursos-gratuitos-diseno-web/;14 de septiembre de 2021
18;https://profile.es/wp-content/media/Que-es-el-testing-de-software-1-300x140.png;Desarrollo web;Qué es el testing de software;En el proceso de desarrollo de software es normal encontrar errores. Cuando esto sucede en la etapa de prueba de;https://profile.es/blog/que-es-el-testing-de-software/;7 de septiembre de 2021
19;https://profile.es/wp-content/media/post-mortem-min-300x140.png;Metodologías ágiles;Qué es un Post Mortem y cómo hacerlo;Qué es un post mortem Un  post mortem es una herramienta que suele utilizarse al final del desarrollo de un;https://profile.es/blog/que-es-un-post-mortem-y-como-hacerlo/;27 de agosto de 2021
20;https://profile.es/wp-content/media/que-es-un-data-scientist-o-cientifico-de-datos-300x140.png;Empleo IT;Data Scientist: qué es, qué hace y qué necesita saber;Seguro que en los últimos meses has oído hablar de cómo las empresas dan cada vez más valor a los;https://profile.es/blog/data-scientist/;24 de agosto de 2021
21;https://profile.es/wp-content/media/clases-wrapper-java-300x140.jpg;Desarrollo web;Clases Wrapper (envoltorio) en Java;En este artículo os vamos a presentar las clases Wrapper, unos tipos de clase en Java, también son conocidos como;https://profile.es/blog/clases-wrapper-envoltorio-en-java/;16 de agosto de 2021
22;https://profile.es/wp-content/media/Herramientas-de-management-3.0-300x140.png;Metodologías ágiles;3 herramientas de Management 3.0 para comprender y motivar a tu equipo;En posts anteriores hemos contado qué es Management 3.0, cuál es su historia y los principios sobre los que se;https://profile.es/blog/herramientas-management-30/;9 de agosto de 2021
23;https://profile.es/wp-content/media/que-es-docker-300x140.jpg;Desarrollo web;¿Qué es Docker y para qué sirve?;Una vez introducidos en el mundo de los contenedores de software y las principales diferencias entre trabajar con contenedores y;https://profile.es/blog/que_es_docker/;2 de agosto de 2021
24;https://profile.es/wp-content/media/management-3.0-portada-300x140.png;Metodologías ágiles;Management 3.0: ¿qué es y cuáles son sus principios?;Actualmente, estamos rodeados por términos cómo «Agile«, «Scrum«, «Lean«, «Sprints«, «MVP», etc., y una larga lista que empieza a complicarse.;https://profile.es/blog/management_3_0_que_es/;27 de julio de 2021
25;https://profile.es/wp-content/media/Que-son-los-contenedores-de-software-300x140.png;Cloud Computing;¿Qué son los contenedores de software y por qué utilizarlos?;En este artículo vamos a realizar una breve introducción al mundo de los contenedores. Explicaremos qué son los contenedores de;https://profile.es/blog/contenedores-de-software/;19 de julio de 2021
26;https://profile.es/wp-content/media/frameworks-python-300x140.jpg;Desarrollo web;Los 4 mejores frameworks para Python;En este artículo recopilamos los mejores frameworks para Python. Repasamos los entornos de trabajo más utilizados para programar en este;https://profile.es/blog/mejores-frameworks-python/;12 de julio de 2021
27;https://profile.es/wp-content/media/feedback-loops-de-kanban-300x140.png;Metodologías ágiles;Qué son los Feedback Loops de Kanban y cómo implementarlos;En el post de hoy vamos a hablar sobre qué son y cómo implementar los ciclos de Feedback o Feedback;https://profile.es/blog/feedback-loops-de-kanban/;5 de julio de 2021
28;https://profile.es/wp-content/media/lenguajes-programacion-videojuegos-300x140.jpg;Desarrollo web;Los 6 mejores lenguajes de programación para videojuegos;El lenguaje con el que están programados los videojuegos es un elemento fundamental para garantizar una experiencia de juego fluida.;https://profile.es/blog/lenguajes-programacion-videojuegos/;28 de junio de 2021
29;https://profile.es/wp-content/media/variables-y-tipos-de-datos-en-java-300x140.jpg;Desarrollo web;Variables y tipos de datos en Java: qué son y cómo funcionan;En este articulo, nos vamos a centrar en entender mejor qué son, cómo funcionan y para qué sirven las variables;https://profile.es/blog/variables-tipos-datos-java/;21 de junio de 2021
30;https://profile.es/wp-content/media/Instalar-y-configurar-Flutte-1-300x167.jpg;Desarrollo web;Tutorial de Flutter: instalar, configurar y crear nuestra primera aplicación;En este videotutorial te mostramos cómo instalar y configurar Flutter y creamos una pequeña aplicación para escritorio, móvil y la;https://profile.es/blog/tutorial-flutter-instalar-configurar/;14 de junio de 2021
31;https://profile.es/wp-content/media/Que-son-los-Celebration-Grids-300x140.png;Metodologías ágiles;Celebration Grids: qué son y por qué deberías empezar a usarlos;En Profile creemos ferviertemente en el Management 3.0, poniendo a las personas por delante del sistema. Por ello, vamos incorporando;https://profile.es/blog/celebration-grids/;7 de junio de 2021
32;https://profile.es/wp-content/media/primer-disco-duro-Ramac-I-min-1-300x140.png;Internet;Del primer disco duro Ramac I a la Inteligencia Artificial;No se me ocurre mejor manera de introducirnos en por qué nacen los nuevos y tan populares términos como Big;https://profile.es/blog/primer-disco-duro-ramac/;31 de mayo de 2021
33;https://profile.es/wp-content/media/mejores-plugins-figma-para-disenadores-300x140.jpg;UX;Los mejores plugins de Figma para diseñadores y desarrolladores en 2022;Hoy hacemos un repaso por los mejores plugins de Figma en 2022 para diseñadores y desarrolladores. Analizaremos las extensiones más;https://profile.es/blog/mejores-plugins-figma/;24 de mayo de 2021
34;https://profile.es/wp-content/media/Shu-Ha-Ri-300x140.png;Metodologías ágiles;¿Qué es Shu-Ha-Ri? Es hora de cambiar las reglas;En los tiempos actuales es bastante normal encontrar organizaciones que, de una forma u otra, funcionan (o dicen funcionar) bajo;https://profile.es/blog/que-es-shu-ha-ri/;17 de mayo de 2021
35;https://profile.es/wp-content/media/flutter-sdk-300x140.jpg;Mobile;Flutter, el SDK de Google para desarrollar apps multiplataforma con rendimiento nativo;En este post, analizaremos qué es Flutter, el SDK de Google que nos permitirá desarrollar aplicaciones multiplataforma (cross-platform) con rendimiento;https://profile.es/blog/que-es-flutter-sdk/;10 de mayo de 2021
36;https://profile.es/wp-content/media/mejores-editores-de-texto-300x167.jpg;Desarrollo web;Los 10 mejores editores de texto para desarrolladores y diseñadores;Cuando escuchamos editor de texto pensamos simplemente en un lugar para escribir y juntar palabras. Pero es mucho más. Estos;https://profile.es/blog/mejores-editores-texto/;30 de abril de 2021
37;https://profile.es/wp-content/media/tipos-de-aplicaciones-moviles-300x140.jpg;Mobile;Principales tipos de aplicaciones móviles: ventajas, desventajas y ejemplos;En este artículo explicaremos los diferentes tipos de aplicaciones móviles que podemos desarrollar, compararemos las ventajas y desventajas de cada;https://profile.es/blog/tipos-aplicaciones-moviles-ventajas-ejemplos/;27 de abril de 2021
38;https://profile.es/wp-content/media/spring-boot-como-servicio-linux-300x140.jpg;Desarrollo web;Cómo ejecutar una aplicación Spring Boot como un servicio Linux;En este post veremos cómo ejecutar una aplicación Spring Boot como un servicio Linux configurado desde un bash con configuración;https://profile.es/blog/spring-boot-como-servicio-linux/;19 de abril de 2021
39;https://profile.es/wp-content/media/como-hacer-un-value-stream-mapping-300x140.jpg;Metodologías ágiles;Cómo hacer un Value Stream Mapping: ejemplo de desarrollo de software;En el artículo de hoy vamos a explicar cómo aplicar la técnica de Lean llamada Value Stream Mapping (VSM), de;https://profile.es/blog/value-stream-mapping/;12 de abril de 2021
40;https://profile.es/wp-content/media/Configurar-Verdaccio-registro-privado-de-paquetes-npm-300x140.png;Desarrollo web;Configurar Verdaccio: registro privado de paquetes npm;En este post veremos cómo configurar Verdaccio con una configuración básica de permisos para disponer de un registro privado de;https://profile.es/blog/configurar-verdaccio-registro-privado-paquetes-npm/;5 de abril de 2021
41;https://profile.es/wp-content/media/pandas-python-300x140.jpg;Sin categorizar;Introducción a Pandas, la librería de Python para trabajar con datos;En este post te contamos qué es Pandas, por qué utilizarla y cuáles son las principales características de esta librería;https://profile.es/blog/pandas-python/;22 de marzo de 2021
42;https://profile.es/wp-content/media/WIP-Jira-1-300x140.png;Metodologías ágiles;Cómo configurar límites WIP en Jira;En este videotutorial te mostramos cómo configurar límites WIP en una instancia de Jira. Pero antes de ello, te ayudamos;https://profile.es/blog/limites-wip-jira/;16 de marzo de 2021
43;https://profile.es/wp-content/media/comparativa-codigo-de-barras-vs-codigo-qr-300x140.jpg;Desarrollo web;Código de barras vs. Código QR: diferencias para saber cuál elegir;Un código de barras y un código QR son dos opciones muy interesantes para codificar la información de tus productos;https://profile.es/blog/codigo-de-barras-codigo-qr-diferencias/;15 de marzo de 2021
44;https://profile.es/wp-content/media/portada-rebranding-profile-duotono-300x140.png;Profile;Rebranding de Profile: reflejando nuestra esencia;A finales de febrero vivimos momentos muy emocionantes en Profile. Y es que tras meses de duro trabajo, presentamos nuestra;https://profile.es/blog/rebranding-profile/;11 de marzo de 2021
45;https://profile.es/wp-content/media/Pair-programming-portada-recortada-min-300x140.jpg;Desarrollo web;Descubriendo el poder de Pair Programming;Muchos de los que me conocen ya saben que más que Scrum, Kanban… si hay algo que realmente creo que;https://profile.es/blog/pair-programming/;5 de marzo de 2021
46;https://profile.es/wp-content/media/qa-desarrollo-software-300x140.jpg;Desarrollo web;La importancia del QA en el desarrollo de software;¿Entregarías un proyecto al cliente sin asegurarte de que funciona todo tal y como se especificó en la toma de;https://profile.es/blog/qa-en-el-desarrollo-de-software/;1 de marzo de 2021
47;https://profile.es/wp-content/media/que-es-ionic-framework-1-300x139.jpg;Desarrollo web;Qué es Ionic: ventajas y desventajas de usarlo para desarrollar apps móviles híbridas;En este post hablamos de Ionic, uno de los frameworks más utilizados para la creación de aplicaciones móviles. Desgranamos las;https://profile.es/blog/que-es-ionic/;22 de febrero de 2021
48;https://profile.es/wp-content/media/ejecutar-aplicaciones-springboot-como-imagenes-nativas-de-graalvm-300x140.jpg;Desarrollo web;Ejecutar aplicaciones Spring Boot como imágenes nativas de GraalVM;En este post te mostramos paso a paso cómo ejecutar aplicaciones Spring Boot como imágenes nativas de GraalVM, para conseguir;https://profile.es/blog/imagenes-nativas-graalvm/;16 de febrero de 2021
49;https://profile.es/wp-content/media/Que-es-Adobe-XD-300x140.png;UX;Adobe XD, la herramienta ideal para crear prototipos de aplicaciones web;Adobe XD o Adobe Experience Design es una herramienta de diseño web muy útil para crear prototipos de aplicaciones web,;https://profile.es/blog/adobe-xd-prototipos/;8 de febrero de 2021
50;https://profile.es/wp-content/media/extensiones-de-Chrome-para-desarrolladores-Front-End-300x140.png;Desarrollo web;13 extensiones de Chrome para desarrolladores Front End;Google Chrome es el navegador más popular usado del mercado y esto hace que también sea el que mayor número;https://profile.es/blog/extensiones-chrome-front-end/;4 de febrero de 2021
51;https://profile.es/wp-content/media/Que-es-el-incremento-en-Scrum-1-300x140.png;Metodologías ágiles;El incremento en Scrum;En anteriores posts hemos repasado los diferentes artefactos que podemos encontrar bajo el framework Scrum (aquí puedes leer el post;https://profile.es/blog/incremento-scrum/;22 de enero de 2021
52;https://profile.es/wp-content/media/que-es-un-algoritmo-informatico-300x140.jpg;Desarrollo web;Qué es un algoritmo informático: características, tipos y ejemplos;La palabra «algoritmo» es un concepto comúnmente relacionado con el ámbito de la informática y está cada vez más presente;https://profile.es/blog/que-es-un-algoritmo-informatico/;21 de enero de 2021
53;https://profile.es/wp-content/media/Que-es-API-Rest-300x140.png;Desarrollo web;API REST: breve guía imprescindible;En esta ocasión os traemos un artículo sobre uno de los conceptos más recurrentes en el mundo del desarrollo de;https://profile.es/blog/api-rest-breve-guia-imprescindible/;21 de enero de 2021
54;https://profile.es/wp-content/media/portada-css3-300x140.png;Desarrollo web;Últimas tendencias en CSS3 por Statesoffcss;Statesoffcss es una encuesta de desarrollo web a nivel mundial que se realiza una vez al año para valorar y;https://profile.es/blog/tendencias-en-css3-por-statesoffcss/;8 de enero de 2021
55;https://profile.es/wp-content/media/Posts-del-blog-de-Profile-mas-leidos-de-2020-v2-min-300x140.png;Lo más leído;Los 10 post del blog de Profile más leídos de 2020;Este año, en el blog de Profile hemos hablado de temas como arquitectura y desarrollo de software, programación, Agile, UX…;https://profile.es/blog/los-10-post-del-blog-de-profile-mas-leidos-de-2020/;8 de enero de 2021
56;https://profile.es/wp-content/media/SchemaSpy-300x167.jpg;Desarrollo web;Cómo documentar tus bases de datos con SchemaSpy;¿Cuántas veces hemos tenido que incorporarnos a un proyecto existente del cual no conocemos ni siquiera su modelo de datos;https://profile.es/blog/como-documentar-tus-bases-de-datos-con-schemaspy/;8 de enero de 2021
57;https://profile.es/wp-content/media/Automatizando-tareas-con-Slack-bots-min-300x140.png;Desarrollo web;Automatizando tareas mediante bots en Slack;En el mundo en el que vivimos actualmente, cada vez es más necesario automatizar tareas que resulta tedioso realizarlas de;https://profile.es/blog/automatizando-tareas-mediante-slack-bots/;8 de enero de 2021
58;https://profile.es/wp-content/media/Portada-Sprint-Backlog-v2-min-300x140.png;Metodologías ágiles;Artefactos Scrum: el Sprint Backlog;Hoy volvemos a la carga con la segunda entrega sobre los artefactos en Scrum: el Sprint Backlog (dejo por aquí el;https://profile.es/blog/artefactos-scrum-el-sprint-backlog/;23 de noviembre de 2020
59;https://profile.es/wp-content/media/Portada-React-Hooks-min-300x141.png;Desarrollo web;Introducción a React Hooks: cómo sacarle el máximo partido;React, React.js o ReactJS es una biblioteca de JavaScript para construir interfaces de usuario, que ayuda a los desarrolladores a;https://profile.es/blog/react-hooks/;17 de noviembre de 2020
60;https://profile.es/wp-content/media/plugins-visual-studio-code-300x140.jpg;Desarrollo web;Los mejores plugins de Visual Studio Code para desarrolladores web;Visual Studio Code es un editor de código open source multiplataforma desarrollado por Microsoft, bastante popular en la comunidad del;https://profile.es/blog/visual-studio-code-plugins/;16 de noviembre de 2020
61;https://profile.es/wp-content/media/Test-de-usabilidad-300x140.jpg;UX;Mejora la usabilidad usando test con usuarios;A estas alturas seguro que has oído hablar de los test con usuarios y es muy probable que tengas una;https://profile.es/blog/mejora-de-la-usabilidad-basandonos-en-test-con-usuarios/;12 de noviembre de 2020
62;https://profile.es/wp-content/media/programacion-orientada-a-objetos-1-300x140.jpg;Desarrollo web;¿Qué es la Programación Orientada a Objetos?;La Programación Orientada a Objetos (POO) es un paradigma de programación, es decir, un modelo o un estilo de programación;https://profile.es/blog/que-es-la-programacion-orientada-a-objetos/;2 de noviembre de 2020
63;https://profile.es/wp-content/media/Portada-Integracion-de-RabbitMQ-con-Spring-min-300x139.png;Desarrollo web;Aprende a integrar Spring y RabittMQ usando Spring Cloud Stream;Spring Boot es uno de los frameworks más populares en la actualidad y, dada esta popularidad, existen muchas implementaciones, como;https://profile.es/blog/integracion-de-rabbitmq-con-spring/;27 de octubre de 2020
64;https://profile.es/wp-content/media/User-Research-min-300x139.png;UX;Introducción al User research;Hay quien piensa que el User research o investigación de usuarios solo consiste en realizar pruebas de usabilidad para garantizar;https://profile.es/blog/introduccion-al-user-research/;20 de octubre de 2020
65;https://profile.es/wp-content/media/Prometheus-300x140.jpg;Desarrollo web;Registro dinámico en Prometheus;Hoy en día, con el aumento de soluciones y alternativas para desarrollar nuestras aplicaciones, en muchas ocasiones dejamos de lado;https://profile.es/blog/registro-dinamico-en-prometheus/;13 de octubre de 2020
66;https://profile.es/wp-content/media/mejores-librerias-java-300x140.jpg;Desarrollo web;6 librerías imprescindibles en Java;Un desarrollador Java experto debe dominar su API, todas las opciones recogidas en el JKD (Java Development Kit), pero también;https://profile.es/blog/librerias-java/;6 de octubre de 2020
67;https://profile.es/wp-content/media/que-es-python-300x140.jpg;Desarrollo web;Python, el lenguaje de programación más popular de 2021;Python es un lenguaje de programación cuya filosofía hace hincapié en la legibilidad de su código facilitando su administración. Es;https://profile.es/blog/python/;28 de septiembre de 2020
68;https://profile.es/wp-content/media/product-backlog-final-min-300x200.png;Metodologías ágiles;Introducción a los artefactos Scrum: El Product Backlog;En el post de hoy me gustaría hablar sobre un elemento al que creo que no se le está dando;https://profile.es/blog/product-backlog/;21 de septiembre de 2020
69;https://profile.es/wp-content/media/que-es-kanban-1-300x140.jpg;Metodologías ágiles;Qué es Kanban y cómo aplicarlo al desarrollo de software;Últimamente no paramos de oír hablar sobre Kanban en desarrollo de software. Pero ¿sabes qué es Kanban y cómo implementarlo?;https://profile.es/blog/que-es-kanban-y-como-aplicarlo-al-desarrollo-de-software/;14 de septiembre de 2020
70;https://profile.es/wp-content/media/Portada-conectar-Jira-Cloud-con-Slack-play-300x140.jpg;Productividad;Techie Pills: Cómo conectar Jira Cloud con Slack;Si quieres estar al tanto de cambios en tareas y proyectos te mostramos en este sencillo videotutorial sobre cómo conectar;https://profile.es/blog/conectar-jira-cloud-con-slack/;7 de septiembre de 2020
71;https://profile.es/wp-content/media/Portada-Scrum-300x140.jpg;Metodologías ágiles;¿Qué es Scrum? Roles y proceso;Hoy hablamos sobre qué es Scrum. Un marco de trabajo (framework) ágil en el que se aplican un conjunto;https://profile.es/blog/que-es-scrum/;28 de agosto de 2020
72;https://profile.es/wp-content/media/desarrollo-aplicaciones-web-300x140.jpg;Desarrollo web;Tipos de desarrollo de aplicaciones web: ejemplos y características;El desarrollo de aplicaciones web es una solución habitual durante los últimos años por las distintas posibilidades que ofrecen de;https://profile.es/blog/desarrollo-aplicaciones-web/;24 de agosto de 2020
73;https://profile.es/wp-content/media/Poder-buena-retrospectiva-0-v2-min-fondo-min-300x200.webp;Metodologías ágiles;El poder de una buena retrospectiva ágil: claves para el éxito;Si te dedicas al mundo del software, la palabra retrospectiva te sonará para bien o para mal. Digo para bien o;https://profile.es/blog/retrospectiva-agil/;17 de agosto de 2020
74;https://profile.es/wp-content/media/Tips-UX-portada-min-300x200.png;Desarrollo web;5 tips de diseño para desarrolladores que se inician en UX / UI;En este artículo, compartimos 5 tips de diseño para desarrolladores que les serán de gran utilidad para enfrentarse a un;https://profile.es/blog/tips-diseno-para-desarrolladores/;7 de agosto de 2020
75;https://profile.es/wp-content/media/convertirse-en-desarrollador-senior-300x140.jpg;Desarrollo web;Cómo pasar de desarrollador junior a desarrollador senior;Llegar a ser un desarrollador senior es algo a lo que muchos desarrolladores junior aspiran en su carrera profesional durante;https://profile.es/blog/desarrollador-senior/;27 de julio de 2020
76;https://profile.es/wp-content/media/Portada-Ciberseguridad-Vacaciones-min-300x169.png;Desarrollo web;Recomendaciones de ciberseguridad para las vacaciones;Las vacaciones de verano nos permiten desconectar, pero pocos lo hacemos del todo, especialmente si hablamos de permanecer conectados a;https://profile.es/blog/vacaciones-ciberseguridad/;13 de julio de 2020
77;https://profile.es/wp-content/media/mejores-librerias-javascript-300x140.jpg;Desarrollo web;12 librerías JavaScript que deberías conocer;JavaScript (JS) es uno de los lenguajes más populares y de los más usados por los desarrolladores en los últimos;https://profile.es/blog/librerias-javascript/;8 de julio de 2020
78;https://profile.es/wp-content/media/portada-Trello-min-300x140.webp;Negocio y Transformación Digital;Trello: trucos de experto para ser más productivo;Hoy os traemos unos trucos de experto en Trello para exprimir al máximo nuestro rendimiento. El auge del teletrabajo por;https://profile.es/blog/trucos-trello/;30 de junio de 2020
79;https://profile.es/wp-content/media/patrones-de-diseno-de-software-1-300x140.jpg;Desarrollo web;¿Qué son los patrones de diseño de software?;Si eres programador o estás despegando en el desarrollo informático y la programación, tarde o temprano te toparás con el;https://profile.es/blog/patrones-de-diseno-de-software/;24 de junio de 2020
80;https://profile.es/wp-content/media/Lean-1-300x140.jpg;Metodologías ágiles;Qué es Lean: valores y herramientas;¿Qué es Lean? La traducción del propio concepto (esbelto) ya nos da alguna pista de qué es Lean. Para explicarlo,;https://profile.es/blog/lean-valores-y-herramientas/;15 de junio de 2020
81;https://profile.es/wp-content/media/que-son-paradigmas-programacion-300x140.jpg;Desarrollo web;¿Qué son los paradigmas de programación?;¿Qué es un paradigma de programación? Un paradigma de programación es una manera o estilo de programación de software. Existen;https://profile.es/blog/que-son-los-paradigmas-de-programacion/;9 de junio de 2020
82;https://profile.es/wp-content/media/Lenguajes-de-programacion-mas-queridos-1-300x169.jpg;Desarrollo web;Los lenguajes de programación más queridos y más odiados;¿Quieres aprender un nuevo lenguaje de programación? Hacer un estudio de los más populares y demandados por las empresas puede;https://profile.es/blog/los-lenguajes-de-programacion-mas-queridos-y-mas-odiados/;3 de junio de 2020
83;https://profile.es/wp-content/media/Spring-Boot-2-min-300x140.jpg;Desarrollo web;Comparte tu local en Spring Boot;El pasado jueves, nuestro compañero Francisco Javier Delgado, impartió una pequeña pero interesante charla sobre cómo compartir tu localhost con;https://profile.es/blog/comparte-tu-local-en-spring-boot/;1 de junio de 2020
84;https://profile.es/wp-content/media/Red-neuronal-min-300x140.jpg;Desarrollo web;¿Qué es una red neuronal?;Una red neuronal es un modelo de procesamiento basado en el aprendizaje que se inspira en el funcionamiento del sistema;https://profile.es/blog/que-es-una-red-neuronal/;25 de mayo de 2020
85;https://profile.es/wp-content/media/Micronaut-launch-portada-2-300x140.png;Desarrollo web;Profile colabora en el desarrollo de Micronaut Launch;El pasado jueves 30 de abril, Object Computing, la empresa responsable del desarrollo del framework Java Micronaut, anunció una nueva;https://profile.es/blog/micronaut-launch/;17 de mayo de 2020
86;https://profile.es/wp-content/media/huevera-min-1-300x140.jpg;Desarrollo web;Mapas personales: construyendo confianza en un equipo;Son muchas las tareas se tienen que hacer cuando se comienza un nuevo proyecto para asegurar el éxito del mismo.;https://profile.es/blog/mapas-personales/;12 de mayo de 2020
87;https://profile.es/wp-content/media/swagger-300x140.jpg;Desarrollo web;Exprimiendo Swagger;A la hora de diseñar una API que va a ser consumida por un tercero, ya sea un perfil de;https://profile.es/blog/exprimiendo-swagger/;30 de abril de 2020
88;https://profile.es/wp-content/media/Change-2-300x140.webp;Metodologías ágiles;Métricas para lograr la Transformación Ágil;Muchas organizaciones han emprendido la llamada transformación ágil basada en el desarrollo ágil de nuevos productos o servicios. Pero, ¿cómo;https://profile.es/blog/metricas-transformacion-agil/;28 de abril de 2020
89;https://profile.es/wp-content/media/Descatada-Libros-diseno-ux-min-1-300x140.jpg;UX;10 libros fundamentales sobre diseño UX;El diseño y experiencia de usuario (UX) se está convirtiendo en un factor clave y fundamental para el desarrollo y;https://profile.es/blog/libros-fundamentales-sobre-diseno-ux/;23 de abril de 2020
90;https://profile.es/wp-content/media/herramientas-software-colaborativo-300x140.jpg;Desarrollo web;6 herramientas de desarrollo de software colaborativo en tiempo real;Las empresas tecnológicas dedicadas al desarrollo de software a veces pueden encontrarse con dificultades para adaptar sus procesos y asegurar;https://profile.es/blog/herramientas-de-desarrollo-de-software/;14 de abril de 2020
